Case Status,Legislation,ICOCaseRef,Received Date,Received Year,Received FY,Received Qtr,Received FY Month,Completed Date,Completed Year,Completed FY,Completed Qtr,FY Completed Month,Sector,SubSector,Submitted About Account,Decision,DecisionDetail1,DecisionDetail2,ISCyberIncident
Completed,GDPR,IC-265327-C6J8,17/10/2023,2023,2023/24,Q3,07-Oct,15/02/2025,2025,2024/25,Q4,11-Feb,Online Technology and Telecoms,Service providers,Gillespie Manners Search & Selection,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-337295-S6J5,09/10/2024,2024,2024/25,Q3,07-Oct,15/02/2025,2025,2024/25,Q4,11-Feb,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Halton Borough Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-334565-V5D0,27/09/2024,2024,2024/25,Q2,06-Sep,15/02/2025,2025,2024/25,Q4,11-Feb,Local government,County Council,Hampshire County Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-261193-N6P8,29/09/2023,2023,2023/24,Q2,06-Sep,15/02/2025,2025,2024/25,Q4,11-Feb,General business,Market Research,Kantar Public UK Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-259002-K5D7,18/09/2023,2023,2023/24,Q2,06-Sep,15/02/2025,2025,2024/25,Q4,11-Feb,Local government,County Council,Kent County Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-276971-D9B2,14/12/2023,2023,2023/24,Q3,09-Dec,15/02/2025,2025,2024/25,Q4,11-Feb,Transport and leisure,Accommodation providers,Lazy Waves Boutique B&B,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-259043-R5K1,18/09/2023,2023,2023/24,Q2,06-Sep,15/02/2025,2025,2024/25,Q4,11-Feb,Health,Public health,NHS Ayrshire & Arran,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-303065-Z8D9,24/04/2024,2024,2024/25,Q1,01-Apr,15/02/2025,2025,2024/25,Q4,11-Feb,Health,Health research,Prime Medica Limited ,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-275772-C8J3,07/12/2023,2023,2023/24,Q3,09-Dec,15/02/2025,2025,2024/25,Q4,11-Feb,Land or property services,Unassigned,The British Land Company PLC,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-256813-V1S6,08/09/2023,2023,2023/24,Q2,06-Sep,15/02/2025,2025,2024/25,Q4,11-Feb,Health,Secondary care,The Dudley Group NHS Foundation Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-260921-G6Z7,28/09/2023,2023,2023/24,Q2,06-Sep,15/02/2025,2025,2024/25,Q4,11-Feb,"Finance, insurance and credit",Financial services and advice,The Phoenix Group,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-262744-K2N7,05/10/2023,2023,2023/24,Q3,07-Oct,15/02/2025,2025,2024/25,Q4,11-Feb,Education and childcare,Tutor,The Savvy Educational Academy Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Don't know
Completed,GDPR,IC-261132-M4Q0,28/09/2023,2023,2023/24,Q2,06-Sep,15/02/2025,2025,2024/25,Q4,11-Feb,Transport and leisure,Entertainment providers,The Stunt Register Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-265426-X9V8,20/10/2023,2023,2023/24,Q3,07-Oct,15/02/2025,2025,2024/25,Q4,11-Feb,Online Technology and Telecoms,Unassigned,Vendigital Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-265688-N2X8,19/10/2023,2023,2023/24,Q3,07-Oct,15/02/2025,2025,2024/25,Q4,11-Feb,"Finance, insurance and credit",Insurance,The Royal London Mutual Insurance Society Limited,No Further Action,Not PDB,Unassigned,Yes
Completed,GDPR,IC-337840-V5J2,11/10/2024,2024,2024/25,Q3,07-Oct,16/02/2025,2025,2024/25,Q4,11-Feb,Education and childcare,Academy and Free Schools,Acorn Care And Education Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-276517-K5T5,12/12/2023,2023,2023/24,Q3,09-Dec,16/02/2025,2025,2024/25,Q4,11-Feb,Education and childcare,Childminders,Anon DC,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-338997-L8V6,17/10/2024,2024,2024/25,Q3,07-Oct,16/02/2025,2025,2024/25,Q4,11-Feb,"Finance, insurance and credit",Insolvency Practitioners,Anon DC,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-338229-Q0T1,11/10/2024,2024,2024/25,Q3,07-Oct,16/02/2025,2025,2024/25,Q4,11-Feb,"Finance, insurance and credit",Financial services and advice,Atlanta Insurance Intermediaries Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-337380-T5D9,09/10/2024,2024,2024/25,Q3,07-Oct,16/02/2025,2025,2024/25,Q4,11-Feb,Education and childcare,"Nursery, playgroups and After School club",Baby Bears Day Care Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-339211-N2H8,18/10/2024,2024,2024/25,Q3,07-Oct,16/02/2025,2025,2024/25,Q4,11-Feb,Justice,Police Forces,Chief Constable Cambridgeshire Constabulary,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-338779-R2V4,15/10/2024,2024,2024/25,Q3,07-Oct,16/02/2025,2025,2024/25,Q4,11-Feb,Local government,District Council,Chorley Borough Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-338219-J3K2,11/10/2024,2024,2024/25,Q3,07-Oct,16/02/2025,2025,2024/25,Q4,11-Feb,Legal,Court Advocate,Crown Office and Procurator Fiscal Service,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-339547-N1B5,18/10/2024,2024,2024/25,Q3,07-Oct,16/02/2025,2025,2024/25,Q4,11-Feb,Social care,Domiciliary care,Eden Supported Living Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-339216-K2V0,18/10/2024,2024,2024/25,Q3,07-Oct,16/02/2025,2025,2024/25,Q4,11-Feb,Local government,City Council,Hull City Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-338733-Z6W0,15/10/2024,2024,2024/25,Q3,07-Oct,16/02/2025,2025,2024/25,Q4,11-Feb,Local government,County Council,Kent County Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-339732-Q5M6,21/10/2024,2024,2024/25,Q3,07-Oct,16/02/2025,2025,2024/25,Q4,11-Feb,Health,Pharmacist,L Rowland and Co (Retail) LTD,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-339455-X4X8,18/10/2024,2024,2024/25,Q3,07-Oct,16/02/2025,2025,2024/25,Q4,11-Feb,Education and childcare,Academy and Free Schools,Leathersellers' Federation Of Schools,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-276308-D9Q2,10/12/2023,2023,2023/24,Q3,09-Dec,16/02/2025,2025,2024/25,Q4,11-Feb,Legal,Legal professionals,MEDIATION RESOLUTION,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-339047-B4W4,17/10/2024,2024,2024/25,Q3,07-Oct,16/02/2025,2025,2024/25,Q4,11-Feb,Education and childcare,Academy and Free Schools,Meridian Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-339947-L6D9,22/10/2024,2024,2024/25,Q3,07-Oct,16/02/2025,2025,2024/25,Q4,11-Feb,Legal,Legal professionals,MI Banks Solicitors,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-338158-Q5L7,11/10/2024,2024,2024/25,Q3,07-Oct,16/02/2025,2025,2024/25,Q4,11-Feb,Social care,Residential care,Millennium Care (U.K.) Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-340470-Z5D3,25/10/2024,2024,2024/25,Q3,07-Oct,16/02/2025,2025,2024/25,Q4,11-Feb,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Monmouthshire County Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-339531-T9M0,18/10/2024,2024,2024/25,Q3,07-Oct,16/02/2025,2025,2024/25,Q4,11-Feb,"Finance, insurance and credit",Banks and Building Societies,National Westminster Bank PLC,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-319384-H6Y3,10/07/2024,2024,2024/25,Q2,04-Jul,16/02/2025,2025,2024/25,Q4,11-Feb,"Finance, insurance and credit",Banks and Building Societies,Nottingham Building Society,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-339080-H0V3,17/10/2024,2024,2024/25,Q3,07-Oct,16/02/2025,2025,2024/25,Q4,11-Feb,Charitable and voluntary,Local charities,Rookie Rockstars,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-339069-T5P1,17/10/2024,2024,2024/25,Q3,07-Oct,16/02/2025,2025,2024/25,Q4,11-Feb,Health,General Practitioner,Shay Lane Medical Centre,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-338012-J9V0,11/10/2024,2024,2024/25,Q3,07-Oct,16/02/2025,2025,2024/25,Q4,11-Feb,Education and childcare,Academy and Free Schools,Smart Multi Academy Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-339173-X3V6,17/10/2024,2024,2024/25,Q3,07-Oct,16/02/2025,2025,2024/25,Q4,11-Feb,Health,Primary care,Social Care Wales,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-339777-F8J4,21/10/2024,2024,2024/25,Q3,07-Oct,16/02/2025,2025,2024/25,Q4,11-Feb,Education and childcare,Academy and Free Schools,St Mary’s Catholic High School Academy ,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-338682-N5Z9,15/10/2024,2024,2024/25,Q3,07-Oct,16/02/2025,2025,2024/25,Q4,11-Feb,Charitable and voluntary,Local charities,Thames Reach Charity,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-337466-P5B6,09/10/2024,2024,2024/25,Q3,07-Oct,16/02/2025,2025,2024/25,Q4,11-Feb,Health,General Practitioner,The Bassingham Surgery,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-338232-H7J9,11/10/2024,2024,2024/25,Q3,07-Oct,16/02/2025,2025,2024/25,Q4,11-Feb,Charitable and voluntary,National charities,The Nurture Group Network,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-337815-H7D8,11/10/2024,2024,2024/25,Q3,07-Oct,16/02/2025,2025,2024/25,Q4,11-Feb,Membership association,Higher education,Warwick Students Union,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-340386-F8H9,24/10/2024,2024,2024/25,Q3,07-Oct,16/02/2025,2025,2024/25,Q4,11-Feb,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Western Isles Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-338866-Q8T0,16/10/2024,2024,2024/25,Q3,07-Oct,16/02/2025,2025,2024/25,Q4,11-Feb,Legal,Legal professionals,Wheldon Law,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-338509-G6Z4,14/10/2024,2024,2024/25,Q3,07-Oct,16/02/2025,2025,2024/25,Q4,11-Feb,Retail and manufacture,Supplier of services,Yate Vets4Pets Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363737-X8Y9,14/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Retail and manufacture,Supplier of goods,Anon DC,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363479-L6D9,13/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Education and childcare,Maintained schools,Aurora Meldreth Manor School,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363429-Z2W3,13/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Social care,Residential care,Brandon Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-362900-S9T9,11/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Justice,Police Forces,Chief Constable Commissioner for the Metropolis (Metropolitan Police Service),Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363456-B7Z6,13/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Justice,Police Forces,Chief Constable Derbyshire Constabulary,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363440-B7M6,13/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Education and childcare,Academy and Free Schools,Co-op Academies Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363451-P3Z6,13/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",East Lothian Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363470-D1T7,13/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Retail and manufacture,Unassigned,Empowering Tech Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363722-X8T5,13/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,"Finance, insurance and credit",Financial services and advice,Franklin Templeton Fund Management Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363728-F6D3,14/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Gateshead Metropolitan Borough Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363678-D9F2,13/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Local government,District Council,Great Yarmouth Borough Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363461-P1P4,13/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Local government,District Council,Greater Manchester Combined Authority,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363436-J1H6,13/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Education and childcare,Private schools,Highclare School,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363432-P1V2,13/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Transport and leisure,Accommodation providers,Highley Manor Venue Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363542-Z0W3,13/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Retail and manufacture,Supplier of goods,Howden Joinery Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363699-X7R1,13/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Legal,Legal professionals,Hugh James Solicitors,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363677-F6N3,13/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Local government,City Council,Hull City Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363426-J4Z2,13/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Education and childcare,Higher education,John Leggott College,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,DPA 98,IC-358167-M3N5,23/01/2025,2025,2024/25,Q4,10-Jan,17/02/2025,2025,2024/25,Q4,11-Feb,Health,Secondary care,Kent and Medway NHS Social Care Partnership Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363616-Q3R7,13/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Education and childcare,Academy and Free Schools,Kingsley Learning Foundation,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363322-C5Y5,12/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Education and childcare,Further education,LTE Group,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363455-R6Q6,13/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Charitable and voluntary,Local charities,North East Wellbeing,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363517-M2R4,13/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Health,General Practitioner,Otford Medical Practice,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363576-B9K0,13/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Marketing,Marketing providers,Please Hold (UK) Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363694-J4Z8,13/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Health,General Practitioner,Portslade Health Centre Medical Practice,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363668-X0P4,13/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Health,Secondary care,Royal Devon University Healthcare NHS Foundation Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363532-T8D9,13/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Transport and leisure,Passenger transport,Siemens Mobility Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363431-B2Q6,13/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Education and childcare,Higher education,Swansea University,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363558-R6W6,13/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Health,Unassigned,The Agora Gynaecology and Fertility Clinic,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363439-X1R1,13/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Education and childcare,Higher education,University of Kent,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363721-Y8G1,13/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Health,Healthcare and pharmaceuticals,Virginia Campbell Nursing,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363427-M0T2,13/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Education and childcare,Academy and Free Schools,XP School Trust Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363605-J5Q1,13/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,Retail and manufacture,Supplier of services,Yorkshire In Business Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363711-N1Z9,13/02/2025,2025,2024/25,Q4,11-Feb,17/02/2025,2025,2024/25,Q4,11-Feb,"Finance, insurance and credit",Accountancy and Payroll,C & L Associates UK Limited,No Further Action,Not PDB,Unassigned,No
Completed,GDPR,IC-353564-Q6P3,03/01/2025,2025,2024/25,Q4,10-Jan,17/02/2025,2025,2024/25,Q4,11-Feb,Land or property services,Housing association,Castlehill Housing Association Limited,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-362893-H7C4,12/02/2025,2025,2024/25,Q4,11-Feb,18/02/2025,2025,2024/25,Q4,11-Feb,Education and childcare,Unassigned,5 Dimensions Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-354837-N0S3,10/01/2025,2025,2024/25,Q4,10-Jan,18/02/2025,2025,2024/25,Q4,11-Feb,Education and childcare,Maintained schools,Abbot's Lea Special School,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-363802-V2B7,17/02/2025,2025,2024/25,Q4,11-Feb,18/02/2025,2025,2024/25,Q4,11-Feb,Marketing,Marketing providers,Agent3 Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-358291-N3V4,23/01/2025,2025,2024/25,Q4,10-Jan,18/02/2025,2025,2024/25,Q4,11-Feb,Education and childcare,Childminders,Benets Bambinos Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-363973-N6S8,14/02/2025,2025,2024/25,Q4,11-Feb,18/02/2025,2025,2024/25,Q4,11-Feb,Health,General Practitioner,Bermondsey Spa Medical Practice,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-361439-Q5H7,05/02/2025,2025,2024/25,Q4,11-Feb,18/02/2025,2025,2024/25,Q4,11-Feb,Retail and manufacture,Manufacturing,Camberley Group PLC,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-364047-Q5F8,14/02/2025,2025,2024/25,Q4,11-Feb,18/02/2025,2025,2024/25,Q4,11-Feb,Health,Secondary care,Dartford and Gravesham NHS Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-261922-F3Y8,01/10/2023,2023,2023/24,Q3,07-Oct,18/02/2025,2025,2024/25,Q4,11-Feb,Education and childcare,Training Company,Direct Assurance Training Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Don't know
Completed,GDPR,IC-361311-W0Y4,05/02/2025,2025,2024/25,Q4,11-Feb,18/02/2025,2025,2024/25,Q4,11-Feb,Education and childcare,Academy and Free Schools,Dragon School Trust Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-363902-Q4N8,14/02/2025,2025,2024/25,Q4,11-Feb,18/02/2025,2025,2024/25,Q4,11-Feb,Retail and manufacture,Manufacturing,FIC (UK) Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-363797-S6F7,17/02/2025,2025,2024/25,Q4,11-Feb,18/02/2025,2025,2024/25,Q4,11-Feb,"Finance, insurance and credit",Financial services and advice,Forth Capital Advisers LTD,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-358194-Y5B6,23/01/2025,2025,2024/25,Q4,10-Jan,18/02/2025,2025,2024/25,Q4,11-Feb,Education and childcare,Academy and Free Schools,Fulwood Academy,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-361942-J9P7,07/02/2025,2025,2024/25,Q4,11-Feb,18/02/2025,2025,2024/25,Q4,11-Feb,Charitable and voluntary,Local charities,Generate Opportunities Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363823-F3V0,17/02/2025,2025,2024/25,Q4,11-Feb,18/02/2025,2025,2024/25,Q4,11-Feb,Utilities,Utility companies,Green Energy Uk Plc,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-363042-H2L6,12/02/2025,2025,2024/25,Q4,11-Feb,18/02/2025,2025,2024/25,Q4,11-Feb,"Finance, insurance and credit",Credit intermediaries,Harvey & Thompson Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363981-W3P0,14/02/2025,2025,2024/25,Q4,11-Feb,18/02/2025,2025,2024/25,Q4,11-Feb,Charitable and voluntary,Local charities,Kirkcaldy Foodbank,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,Hybrid,IC-358404-Q4C1,24/01/2025,2025,2024/25,Q4,10-Jan,18/02/2025,2025,2024/25,Q4,11-Feb,Local government,County Council,Lincolnshire County Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363955-N1C6,18/02/2025,2025,2024/25,Q4,11-Feb,18/02/2025,2025,2024/25,Q4,11-Feb,Land or property services,Estate agency / letting agency,Platform Nine 2025 Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-256956-Z4Q0,08/09/2023,2023,2023/24,Q2,06-Sep,18/02/2025,2025,2024/25,Q4,11-Feb,Health,Healthcare and pharmaceuticals,Regeneron UK Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363852-D6K8,14/02/2025,2025,2024/25,Q4,11-Feb,18/02/2025,2025,2024/25,Q4,11-Feb,Retail and manufacture,Supplier of services,Rud Pedersen UK Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-363925-C7L9,14/02/2025,2025,2024/25,Q4,11-Feb,18/02/2025,2025,2024/25,Q4,11-Feb,"Finance, insurance and credit",Financial services and advice,St James's Place Wealth Management,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-364031-Y2J4,14/02/2025,2025,2024/25,Q4,11-Feb,18/02/2025,2025,2024/25,Q4,11-Feb,Education and childcare,Academy and Free Schools,The Alliance Multi-Academy Trust (TAMAT),Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-363895-H7B6,14/02/2025,2025,2024/25,Q4,11-Feb,18/02/2025,2025,2024/25,Q4,11-Feb,Education and childcare,Academy and Free Schools,The Chester Catholic Academies Partnership,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-361204-L8L2,06/02/2025,2025,2024/25,Q4,11-Feb,18/02/2025,2025,2024/25,Q4,11-Feb,Health,Unassigned,The Haider Practice ,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-304810-S4H3,03/05/2024,2024,2024/25,Q1,02-May,18/02/2025,2025,2024/25,Q4,11-Feb,Health,Secondary care,The Nottingham University Hospitals NHS Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
