Case Status,Legislation,ICOCaseRef,Received Date,Received Year,Received FY,Received Qtr,Received FY Month,Completed Date,Completed Year,Completed FY,Completed Qtr,FY Completed Month,Sector,SubSector,Submitted About Account,Decision,DecisionDetail1,DecisionDetail2,ISCyberIncident
Completed,GDPR,IC-357120-J6F0,17/01/2025,2025,2024/25,Q4,10-Jan,23/01/2025,2025,2024/25,Q4,10-Jan,Health,Secondary care,Consensus Support Services Ltd. ,No Further Action,Not PDB,Unassigned,No
Completed,GDPR,IC-357438-Q8G3,20/01/2025,2025,2024/25,Q4,10-Jan,23/01/2025,2025,2024/25,Q4,10-Jan,"Finance, insurance and credit",Credit referencing,Equifax LTD,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-357125-X1P9,20/01/2025,2025,2024/25,Q4,10-Jan,23/01/2025,2025,2024/25,Q4,10-Jan,Legal,Legal professionals,Expert Law Limited,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-356525-D4W5,17/01/2025,2025,2024/25,Q4,10-Jan,23/01/2025,2025,2024/25,Q4,10-Jan,"Finance, insurance and credit",Insolvency Practitioners,Herron Fisher Insolvency and Business Recovery,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-357631-H4Y2,22/01/2025,2025,2024/25,Q4,10-Jan,23/01/2025,2025,2024/25,Q4,10-Jan,Education and childcare,Private schools,St Peter's School,No Further Action,Not PDB,Unassigned,Yes
Completed,GDPR,IC-357306-S4D5,18/01/2025,2025,2024/25,Q4,10-Jan,23/01/2025,2025,2024/25,Q4,10-Jan,Retail and manufacture,Manufacturing,"Tekni-Plex, Inc",No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-356966-T8S3,18/01/2025,2025,2024/25,Q4,10-Jan,23/01/2025,2025,2024/25,Q4,10-Jan,Online Technology and Telecoms,Software developers,Wacom Europe Gmbh,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-357960-D3V6,23/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Health,Private Healthcare providers,Accessibility Partners Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358036-J4S8,23/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Health,Secondary care,Cambridgeshire and Peterborough NHS Foundation Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-356367-M9S1,16/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Education and childcare,Higher education,City of Bristol College,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-357978-T4M6,24/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Retail and manufacture,Supplier of services,Concept Information Technology Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-355200-S5N6,12/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Retail and manufacture,Manufacturing,Conocophillips (U.K.) Holdings Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358054-L6C4,23/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Central Government,Government Department,Department For Education (DFE),Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-356467-N0Q5,17/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Local government,District Council,Dorset Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-357961-M3J3,22/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Retail and manufacture,Supplier of services,F.E.S. EX Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-357969-H9B3,23/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Education and childcare,Private schools,Giggleswick Services Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-357995-Q9V8,22/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Health,Secondary care,Greater Manchester Mental Health NHS Foundation Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-357806-S8P5,23/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,"Finance, insurance and credit",Financial services and advice,GT Wealth Management Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358076-F2T5,23/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Charitable and voluntary,Local charities,Heard Organisation Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358115-C4R8,23/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Education and childcare,Maintained schools,Heene CE Primary School,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-262954-C4Z2,05/10/2023,2023,2023/24,Q3,07-Oct,24/01/2025,2025,2024/25,Q4,10-Jan,Health,Secondary care,Leeds and York Partnership NHS Foundation Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358108-K8L7,23/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Health,General Practitioner,Old Mill Surgery,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358183-M1G5,24/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Retail and manufacture,Supplier of services,Orchard Engraving Solutions,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-358070-B8T9,23/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Regulators,Regulatory Body (EU),Personal Injuries Resolution Board,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358163-K8R1,23/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Social care,Residential care,Premier Care Management Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-357976-Z2V9,22/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Health,General Practitioner,Priory Medical Group,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-357944-C5Y4,22/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Health,General Practitioner,Rothschild House Group,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-354694-C2Y5,10/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Retail and manufacture,Supplier of services,Royal Mail Group Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-357841-S4R9,22/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Local government,"Parish, community and town councils",Ruddington Parish Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-356376-S9G2,16/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Charitable and voluntary,National charities,"Sense, The National Deafblind and Rubella Association",Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-356412-W6S2,16/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Shropshire Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358011-P6S8,21/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Health,General Practitioner,TAVYSIDE HEALTH CENTRE,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-357977-M5W8,22/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Retail and manufacture,Supplier of services,Tercus Hr Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-357963-K3G2,22/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Health,General Practitioner,The Abingdon Surgery,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358148-P0J9,23/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Land or property services,Estate agency / letting agency,The Chancellors Group of Estate Agents Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-358120-M5H6,23/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Education and childcare,Academy and Free Schools,The Forest School,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358175-D0V4,23/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Local government,District Council,Tunbridge Wells Borough Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358126-K6Y5,23/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Health,Secondary care,University Hospital Southampton NHS Foundation Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-261152-F5H4,29/09/2023,2023,2023/24,Q2,06-Sep,24/01/2025,2025,2024/25,Q4,10-Jan,Health,Secondary care,University Hospitals Sussex NHS Foundation Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358089-C3P9,23/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Retail and manufacture,Supplier of services,Utility Aid Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-357957-T1Z0,22/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Education and childcare,Academy and Free Schools,Watergrove Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358136-K2L4,23/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Health,Secondary care,West London NHS Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358085-B0W9,23/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Health,Secondary care,West London NHS Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-261007-F8N4,28/09/2023,2023,2023/24,Q2,06-Sep,24/01/2025,2025,2024/25,Q4,10-Jan,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Westmorland and Furness Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-357937-J0P5,22/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Legal,Legal professionals,YVA SOLICITORS LLP,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-357799-K7D9,22/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Retail and manufacture,Manufacturing,AE Rodda & Son Ltd,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-358022-Q6F1,23/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,General business,Unassigned,Africa House,No Further Action,Not PDB,Unassigned,No
Completed,GDPR,IC-357654-H6S5,22/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Charitable and voluntary,Local charities,Alcohol & Drugs Action,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Case Officer Review Completed,GDPR,IC-354779-T4Q5,09/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Health,General Practitioner,Castle Donington Surgery,No Further Action,Not PDB,Unassigned,No
Completed,GDPR,IC-357598-S4R2,22/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Education and childcare,Community School,Corby Glen Community Primary School,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-357711-F4W2,22/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,General business,Recruitment agencies,Excel Technical Resourcing Solutions Limited,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-357891-P4X7,22/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Charitable and voluntary,Local charities,La Petite Ecole De Leicester,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-358140-F5Z7,23/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Land or property services,Estate agency / letting agency,Robert Irving Burns Limited,No Further Action,Not PDB,Unassigned,No
Completed,GDPR,IC-357975-B3Y2,22/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Retail and manufacture,Supplier of services,Royal Mail Group Ltd,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-357830-X7W6,22/01/2025,2025,2024/25,Q4,10-Jan,24/01/2025,2025,2024/25,Q4,10-Jan,Retail and manufacture,Supplier of goods,Wild Cosmetics Limited,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-319479-B6T8,11/07/2024,2024,2024/25,Q2,04-Jul,26/01/2025,2025,2024/25,Q4,10-Jan,Health,Healthcare and pharmaceuticals,Anon DC,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-319326-G5Y3,10/07/2024,2024,2024/25,Q2,04-Jul,26/01/2025,2025,2024/25,Q4,10-Jan,Health,Healthcare and pharmaceuticals,Blossom Home Care Harrogate & Ripon,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-319257-D4V2,09/07/2024,2024,2024/25,Q2,04-Jul,26/01/2025,2025,2024/25,Q4,10-Jan,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Cardiff Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-308728-T1L7,23/05/2024,2024,2024/25,Q1,02-May,26/01/2025,2025,2024/25,Q4,10-Jan,Central Government,Government Department,Department for Work and Pensions (DWP),Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-311893-D1C3,06/06/2024,2024,2024/25,Q1,03-Jun,26/01/2025,2025,2024/25,Q4,10-Jan,Central Government,Government Department,Department for Work and Pensions (DWP),Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-327312-Z5T9,20/08/2024,2024,2024/25,Q2,05-Aug,26/01/2025,2025,2024/25,Q4,10-Jan,Central Government,Government Department,Department for Work and Pensions (DWP),Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-321811-M5Q5,22/07/2024,2024,2024/25,Q2,04-Jul,26/01/2025,2025,2024/25,Q4,10-Jan,Legal,Legal professionals,DWF (Northern Ireland) LLP,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-321025-W9L1,18/07/2024,2024,2024/25,Q2,04-Jul,26/01/2025,2025,2024/25,Q4,10-Jan,Education and childcare,Academy and Free Schools,Education for the 21ST Century,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-321440-H0N6,19/07/2024,2024,2024/25,Q2,04-Jul,26/01/2025,2025,2024/25,Q4,10-Jan,Legal,Legal professionals,Everys Solicitors LLP,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-319339-S0H2,10/07/2024,2024,2024/25,Q2,04-Jul,26/01/2025,2025,2024/25,Q4,10-Jan,Health,General Practitioner,Holmhurst Medical Centre,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-321410-Q4J4,19/07/2024,2024,2024/25,Q2,04-Jul,26/01/2025,2025,2024/25,Q4,10-Jan,Local government,County Council,Kent County Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-319387-P3M7,10/07/2024,2024,2024/25,Q2,04-Jul,26/01/2025,2025,2024/25,Q4,10-Jan,Legal,Legal professionals,Knocker & Foskett Solicitors,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-318467-W2F0,05/07/2024,2024,2024/25,Q2,04-Jul,26/01/2025,2025,2024/25,Q4,10-Jan,Health,General Practitioner,Meddygfa Penygroes Surgery,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-319336-T6Z9,10/07/2024,2024,2024/25,Q2,04-Jul,26/01/2025,2025,2024/25,Q4,10-Jan,Retail and manufacture,Supplier of goods,Og Exclusives London Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-319284-N3X1,09/07/2024,2024,2024/25,Q2,04-Jul,26/01/2025,2025,2024/25,Q4,10-Jan,Justice,Police Commissioners,Police and Crime Commissioner for Northamptonshire,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-321814-C6N1,22/07/2024,2024,2024/25,Q2,04-Jul,26/01/2025,2025,2024/25,Q4,10-Jan,Health,General Practitioner,Roman Road Health Centre,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-319815-C4C9,12/07/2024,2024,2024/25,Q2,04-Jul,26/01/2025,2025,2024/25,Q4,10-Jan,Justice,Police Authority,Scottish Police Authority (SPA),Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-319269-H7G6,09/07/2024,2024,2024/25,Q2,04-Jul,26/01/2025,2025,2024/25,Q4,10-Jan,Charitable and voluntary,Local charities,SurvivorsUK,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-320411-P0F8,15/07/2024,2024,2024/25,Q2,04-Jul,26/01/2025,2025,2024/25,Q4,10-Jan,Central Government,Ombudsman,The Health and Care Professions Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-319276-X4L7,09/07/2024,2024,2024/25,Q2,04-Jul,26/01/2025,2025,2024/25,Q4,10-Jan,Education and childcare,Academy and Free Schools,Thomas Deacon Education Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358314-L6J0,24/01/2025,2025,2024/25,Q4,10-Jan,27/01/2025,2025,2024/25,Q4,10-Jan,"Finance, insurance and credit",Financial services and advice,Advies Private Clients LLP,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-358302-M6T4,24/01/2025,2025,2024/25,Q4,10-Jan,27/01/2025,2025,2024/25,Q4,10-Jan,Education and childcare,Maintained schools,Alderwood School,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358547-P4L2,24/01/2025,2025,2024/25,Q4,10-Jan,27/01/2025,2025,2024/25,Q4,10-Jan,Health,Private Healthcare providers,Aston Hearing Services Ltd.,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358571-L2W2,24/01/2025,2025,2024/25,Q4,10-Jan,27/01/2025,2025,2024/25,Q4,10-Jan,Land or property services,Property management,Battersea Power Station Development Company Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358328-F6L3,24/01/2025,2025,2024/25,Q4,10-Jan,27/01/2025,2025,2024/25,Q4,10-Jan,Health,Secondary care,Blackpool Teaching Hospitals NHS Foundation Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358562-Q4B6,24/01/2025,2025,2024/25,Q4,10-Jan,27/01/2025,2025,2024/25,Q4,10-Jan,Legal,Legal professionals,Bowling & Co,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-352803-K6P3,20/12/2024,2024,2024/25,Q3,09-Dec,27/01/2025,2025,2024/25,Q4,10-Jan,Legal,Legal professionals,Claimsmiths Law Llp,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358232-C0H0,24/01/2025,2025,2024/25,Q4,10-Jan,27/01/2025,2025,2024/25,Q4,10-Jan,Charitable and voluntary,National charities,Crisis UK,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-358433-Q4Y4,24/01/2025,2025,2024/25,Q4,10-Jan,27/01/2025,2025,2024/25,Q4,10-Jan,Retail and manufacture,Supplier of services,Datashredders Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358585-W9W9,24/01/2025,2025,2024/25,Q4,10-Jan,27/01/2025,2025,2024/25,Q4,10-Jan,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Doncaster Metropolitan Borough Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358316-Y2L5,23/01/2025,2025,2024/25,Q4,10-Jan,27/01/2025,2025,2024/25,Q4,10-Jan,Charitable and voluntary,Local charities,Edan Lincs,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358455-G1K5,24/01/2025,2025,2024/25,Q4,10-Jan,27/01/2025,2025,2024/25,Q4,10-Jan,"Finance, insurance and credit",Accountancy and Payroll,Galloways Accounting (Hove) Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-355033-Q4Q4,10/01/2025,2025,2024/25,Q4,10-Jan,27/01/2025,2025,2024/25,Q4,10-Jan,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Gateshead Metropolitan Borough Council,Informal action taken,Unassigned,Unassigned,Yes
Completed,GDPR,IC-353006-C6K9,23/12/2024,2024,2024/25,Q3,09-Dec,27/01/2025,2025,2024/25,Q4,10-Jan,Retail and manufacture,Supplier of services,Gnosjo Konstsmide AB,Informal action taken,Unassigned,Unassigned,Yes
Completed,GDPR,IC-358114-J4W1,23/01/2025,2025,2024/25,Q4,10-Jan,27/01/2025,2025,2024/25,Q4,10-Jan,Charitable and voluntary,Local charities,Goldsmiths Students' Union,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358414-B6B5,24/01/2025,2025,2024/25,Q4,10-Jan,27/01/2025,2025,2024/25,Q4,10-Jan,Land or property services,Housing association,Havebury Housing Partnership,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358565-W6C2,24/01/2025,2025,2024/25,Q4,10-Jan,27/01/2025,2025,2024/25,Q4,10-Jan,Health,General Practitioner,Hope Citadel Healthcare Community Interest Company,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358330-R1V3,24/01/2025,2025,2024/25,Q4,10-Jan,27/01/2025,2025,2024/25,Q4,10-Jan,Education and childcare,Private schools,Hutchesons' Educational Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358274-C0J2,23/01/2025,2025,2024/25,Q4,10-Jan,27/01/2025,2025,2024/25,Q4,10-Jan,Health,Representative and arm's length bodies,International Society of Hypertension,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-358355-J2X1,24/01/2025,2025,2024/25,Q4,10-Jan,27/01/2025,2025,2024/25,Q4,10-Jan,"Finance, insurance and credit",Unassigned,James Hay Wrap Managers Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358368-S6X2,24/01/2025,2025,2024/25,Q4,10-Jan,27/01/2025,2025,2024/25,Q4,10-Jan,Health,General Practitioner,Kings Medical Centre,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-354904-G1B9,10/01/2025,2025,2024/25,Q4,10-Jan,27/01/2025,2025,2024/25,Q4,10-Jan,Health,Secondary care,Lancashire and South Cumbria NHS Foundation Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358446-H4R0,24/01/2025,2025,2024/25,Q4,10-Jan,27/01/2025,2025,2024/25,Q4,10-Jan,Social care,Residential care,Leaf Complex Care,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358171-G2P8,24/01/2025,2025,2024/25,Q4,10-Jan,27/01/2025,2025,2024/25,Q4,10-Jan,Transport and leisure,Entertainment providers,LiveScore Group Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-349935-J8L2,09/12/2024,2024,2024/25,Q3,09-Dec,27/01/2025,2025,2024/25,Q4,10-Jan,Membership association,Employment and Trade Unions,National Union of Journalists,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358400-Z5P2,24/01/2025,2025,2024/25,Q4,10-Jan,27/01/2025,2025,2024/25,Q4,10-Jan,Legal,Legal professionals,Notary Abc Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-358480-R9H1,24/01/2025,2025,2024/25,Q4,10-Jan,27/01/2025,2025,2024/25,Q4,10-Jan,General business,Business advice and consultancy,One Education Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-358459-Y1M0,24/01/2025,2025,2024/25,Q4,10-Jan,27/01/2025,2025,2024/25,Q4,10-Jan,Education and childcare,Academy and Free Schools,Pathfinder Multi Academy Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358555-T0L1,24/01/2025,2025,2024/25,Q4,10-Jan,27/01/2025,2025,2024/25,Q4,10-Jan,Charitable and voluntary,Local charities,Peabody Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358351-Q5F2,24/01/2025,2025,2024/25,Q4,10-Jan,27/01/2025,2025,2024/25,Q4,10-Jan,Health,General Practitioner,Pontprennau Medical Centre,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-358230-M9W4,23/01/2025,2025,2024/25,Q4,10-Jan,27/01/2025,2025,2024/25,Q4,10-Jan,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Reading Borough Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-334545-T3Q6,27/09/2024,2024,2024/25,Q2,06-Sep,27/01/2025,2025,2024/25,Q4,10-Jan,Retail and manufacture,Supplier of goods,Simple Lighting Ltd,Informal action taken,Unassigned,Unassigned,Yes
