Case Status,Legislation,ICOCaseRef,Received Datetime,Received Year,Received FY,Received Qtr,Received FY Month,Completed Date,Completed Year,Completed FY,Completed Qtr,FY Completed Month,Completed Financial Week,Sector,SubSector,Submitted About Account,Decision,DecisionDetail1,DecisionDetail2,ISCyberIncident
Completed,GDPR,IC-353381-Z8D7,02/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Health,Healthcare and pharmaceuticals,Imagine Independence,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353357-W0G3,02/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Health,Pharmacist,J W Darling Pharmacy,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353415-W3N6,03/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,"Finance, insurance and credit",Financial services and advice,Lakes Mortgages,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353317-K7L8,31/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",London Borough of Croydon,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-348014-K7T5,02/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,General business,Motor Trade,Marshall Motor Group Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-348094-Z1K2,02/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,"Finance, insurance and credit",Financial services and advice,National Deposit Friendly Society Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes,,
Completed,GDPR,IC-353343-S8D3,24/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,"Finance, insurance and credit",Banks and Building Societies,National Westminster Bank PLC,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353262-D0T8,31/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Social care,Domiciliary care,Newgen care group,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353445-X7B5,03/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Health,Public health,North West North Tyneside Primary Care Network,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353286-S6X9,31/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Social care,Residential care,Nyms Services Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353292-Y1S1,31/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Land or property services,Unassigned,Ocasa Residential Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353334-S2C7,02/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Utilities,Utility companies,Octopus Energy Operations Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-351809-D0H6,18/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Legal,Legal professionals,PM Law,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353255-W0C2,29/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Charitable and voluntary,Unassigned,Sensing Friends,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Case Officer Review Completed,GDPR,IC-344878-J6V8,15/11/2024,2024,2024/25,Q3,08-Nov,2025,2024/25,Q4,10-Jan,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Sheffield City Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353355-Z2N1,02/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Health,Secondary care,Somerset NHS Foundation Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-350403-Z6Z7,11/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Social care,Residential care,Stoneywood Care Services Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353339-V3X7,02/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Charitable and voluntary,Local charities,Swaledale Mountain Rescue Team CIO,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353431-M1C5,03/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Religious,Religious organisations,The Bishop of Peterborough,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353215-D1P6,24/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Health,General Practitioner,The Nelson Medical Practice,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-288799-L8H5,15/02/2024,2024,2023/24,Q4,11-Feb,2025,2024/25,Q4,10-Jan,Health,Secondary care,West London NHS Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-308734-G4Y7,23/05/2024,2024,2024/25,Q1,02-May,2025,2024/25,Q4,10-Jan,Health,Secondary care,West London NHS Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-351102-X5K4,13/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,"Finance, insurance and credit",Accountancy and Payroll,Wilder Coe Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-350896-R4W0,12/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Transport and leisure,Haulage,Wincanton Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes,,
Completed,GDPR,IC-353266-N4D0,28/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Legal,Legal professionals,Anon DC,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes,,
Completed,GDPR,IC-353218-W3R3,29/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Online Technology and Telecoms,Service providers,Arrow Business Communications Limited,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes,,
Completed,GDPR,IC-353425-P7Q5,03/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Charitable and voluntary,Local charities,British Association for American Studies,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes,,
Completed,GDPR,IC-353376-D5Q6,03/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Education and childcare,Training Company,EduGrow Consulting Limited,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes,,
Completed,GDPR,IC-353268-Z8W0,30/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Social care,Domiciliary care,Fusco Browne Healthcare Ltd,No Further Action,Not PDB,Unassigned,No,,
Completed,GDPR,IC-353208-W2C0,27/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Online Technology and Telecoms,Gaming,Greentube Alderney Ltd (Admiral Casino),No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes,,
Completed,GDPR,IC-352859-C3C1,23/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Retail and manufacture,Supplier of goods,HOLT JCB LIMITED,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes,,
Completed,GDPR,IC-349786-B4D3,08/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Marketing,Marketing providers,Informa ABI Limited (Barbour ABI Limited),No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes,,
Completed,GDPR,IC-350563-P7C5,11/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Retail and manufacture,Supplier of services,Maximum Availability Limited,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes,,
Completed,GDPR,IC-353222-N6Q1,27/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Charitable and voluntary,National charities,Nightingale Hammerson Trustee Company Limited,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes,,
Completed,GDPR,IC-353204-C3R8,24/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Transport and leisure,Bar and restaurant,Punch Pubs & Co,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes,,
Completed,GDPR,IC-352605-M4V2,19/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Local government,"Parish, community and town councils",Sheringham Town Council,No Further Action,Not PDB,Unassigned,No,,
Completed,GDPR,IC-353209-D9F9,26/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,"Finance, insurance and credit",Accountancy and Payroll,Systems Accountants,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes,,
Completed,GDPR,IC-353394-L0T9,03/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Transport and leisure,Entertainment providers,The Football Pools Limited,No Further Action,Not PDB,Unassigned,No,,
Completed,GDPR,IC-353684-T9Z1,06/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Education and childcare,Maintained schools,Allington with Sedgebrook C of E Primary School,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353248-M1L1,27/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Angus Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353612-S8Z3,06/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,"Finance, insurance and credit",Unassigned,Armstrong Watson,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,Hybrid,IC-349917-H9T9,09/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Land or property services,Estate agency / letting agency,Benjamin Stevens Estate Agents Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353701-P4H8,06/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,"Finance, insurance and credit",Financial services and advice,"Cb Payments, Ltd",Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-352792-T6C2,20/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Justice,Police Forces,Chief Constable North Yorkshire Police,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353520-C2R4,05/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Education and childcare,Private schools,Christ's Hospital,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353596-S6W9,03/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Health,Secondary care,Circle Clinical Services Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353764-H6V0,06/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,General business,Business advice and consultancy,Compass Resolution Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353529-F2S8,03/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Legal,Legal professionals,Davisons Solicitors Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-351711-W6Y0,17/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Transport and leisure,Passenger transport,Elite Project Services Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,Hybrid,IC-351835-R5R6,18/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Health,General Practitioner,Fairhill Medical Practice,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353489-H8H1,03/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Legal,Unassigned,Hayes + Storr Solicitors,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-325860-Q8Y7,14/08/2024,2024,2024/25,Q2,05-Aug,2025,2024/25,Q4,10-Jan,Central Government,Government Department,HM Revenue and Customs (HMRC),Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Not Provided,,
Completed,GDPR,IC-352811-P6T5,20/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Kirklees Metropolitan Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353352-Q7P2,02/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Local government,County Council,Leicestershire County Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-352741-W3H3,20/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Charitable and voluntary,Local charities,Lifecraft,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes,,
Completed,GDPR,IC-351290-V1L3,13/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Luton Borough Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-351707-Q6B7,17/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Local government,"Parish, community and town councils",Melksham Town Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353648-H9J3,06/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Health,General Practitioner,Newbridge Surgery,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353799-H2B5,06/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Land or property services,Estate agency / letting agency,Reside Manchester Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-352606-J3H7,20/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Royal Borough of Greenwich,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-349014-H8L1,05/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Health,General Practitioner,Thornton Medical Centre,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353362-S4H4,02/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Charitable and voluntary,Local charities,Transform Housing & Support,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353696-D1K6,06/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Charitable and voluntary,National charities,United Response,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-308739-C4P8,23/05/2024,2024,2024/25,Q1,02-May,2025,2024/25,Q4,10-Jan,Health,Secondary care,West London NHS Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-309928-D3S5,29/05/2024,2024,2024/25,Q1,02-May,2025,2024/25,Q4,10-Jan,Health,Secondary care,West London NHS Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-314100-R7L8,18/06/2024,2024,2024/25,Q1,03-Jun,2025,2024/25,Q4,10-Jan,Health,Secondary care,West London NHS Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353757-N4V0,06/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Health,Dentists,White Dental And Cosmetic Rooms Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353256-Q0K2,30/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,General business,Unassigned,Autism Plus Ltd,No Further Action,Not PDB,Unassigned,No,,
Completed,GDPR,IC-353590-C1V6,04/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,"Finance, insurance and credit",Financial services and advice,Bloomfield & Associates Ltd,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes,,
Completed,GDPR,IC-354077-G0F8,07/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Social care,Domiciliary care,Anon DC,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-352745-X2J2,20/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Education and childcare,Maintained schools,Assumption Grammar School,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353926-N2B5,06/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Social care,Residential care,Athome Care Group Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-354108-V5F5,07/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,"Finance, insurance and credit",Insurance,AXA Health Services Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Case Officer Review Completed,Hybrid,IC-343750-C4B1,12/11/2024,2024,2024/25,Q3,08-Nov,2025,2024/25,Q4,10-Jan,Education and childcare,Maintained schools,Birdlip Primary School,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-352649-V6H6,20/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Justice,Police Forces,Chief Constable North Wales Police,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-350903-C8P0,13/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Justice,Police Forces,Chief Constable South Wales Police,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-354044-L8D9,07/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Health,Public health,Compass House Medical Centres,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-352497-N8J0,19/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,"Finance, insurance and credit",Pensions,Dalriada Trustees Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-350221-R1Q7,06/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Derby City Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-347375-N1P9,28/11/2024,2024,2024/25,Q3,08-Nov,2025,2024/25,Q4,10-Jan,Health,Secondary care,Derbyshire Community Health Services NHS Foundation Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353898-T8H7,06/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Retail and manufacture,Supplier of services,Drewtopia Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-354019-J8N3,07/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Retail and manufacture,Supplier of services,Happy Energy Solutions Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-354016-L5M8,07/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Legal,Legal professionals,Harratts Legal Services Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353881-R3H8,06/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,"Finance, insurance and credit",Banks and Building Societies,Lloyds Banking Group PLC,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-306291-H8T0,10/05/2024,2024,2024/25,Q1,02-May,2025,2024/25,Q4,10-Jan,Health,Pharmacist,Mamedica Dispensary Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-346524-G8K3,25/11/2024,2024,2024/25,Q3,08-Nov,2025,2024/25,Q4,10-Jan,Health,Pharmacist,Mill Lane Pharmacy,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-319814-M4B0,12/07/2024,2024,2024/25,Q2,04-Jul,2025,2024/25,Q4,10-Jan,Health,Secondary care,North Tees & Hartlepool NHS Foundation Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-352987-R4V0,23/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Charitable and voluntary,National charities,Place2Be,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-354106-C0Q2,07/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Charitable and voluntary,Local charities,Qalliance,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353949-P9K9,06/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,"Finance, insurance and credit",Unassigned,Rosemount Financial Solutions (IFA) Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-354133-S2B5,07/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Charitable and voluntary,National charities,Royal Mencap Society,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-354070-H4V4,07/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Sheffield City Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353503-R2K1,03/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Media,Unassigned,Sustain Video Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353290-Y0P8,31/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Regulators,Ombudsman,The Charity Commission,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353410-B5P9,03/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Health,Secondary care,The Dudley Group NHS Foundation Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-354089-F7Z9,07/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Central Government,Unassigned,The Northern Ireland Office,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-354012-J3L8,06/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Education and childcare,Higher education,The University of Nottingham,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353965-B7F3,07/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Membership association,Clubs,Tottenham Hotspur Football & Athletic Co. Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-347155-J5P4,27/11/2024,2024,2024/25,Q3,08-Nov,2025,2024/25,Q4,10-Jan,"Finance, insurance and credit",Financial services and advice,Trade Direct Insurance Services Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Don't know,,
Completed,GDPR,IC-337175-Q1H9,08/10/2024,2024,2024/25,Q3,07-Oct,2025,2024/25,Q4,10-Jan,Land or property services,Housing association,Two Rivers Housing,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353818-X2Y6,06/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,"Finance, insurance and credit",Financial services and advice,Wealth Solutions (UK) Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-322383-M1Y6,26/07/2024,2024,2024/25,Q2,04-Jul,2025,2024/25,Q4,10-Jan,Health,Secondary care,West London NHS Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-331161-X3D3,10/09/2024,2024,2024/25,Q2,06-Sep,2025,2024/25,Q4,10-Jan,Health,Secondary care,West London NHS Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-331646-G6H0,12/09/2024,2024,2024/25,Q2,06-Sep,2025,2024/25,Q4,10-Jan,Health,Secondary care,West London NHS Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-332871-N6P7,19/09/2024,2024,2024/25,Q2,06-Sep,2025,2024/25,Q4,10-Jan,Health,Secondary care,West London NHS Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-346363-F5B1,22/11/2024,2024,2024/25,Q3,08-Nov,2025,2024/25,Q4,10-Jan,Health,Secondary care,West London NHS Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-353887-R6Y1,06/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Health,General Practitioner,Westburn Medical Group,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-352112-X0T3,18/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Social care,Residential care,Zone Central Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-352569-F2T7,19/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Education and childcare,Careers Service,Achieving For Children Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-354203-J7M4,08/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,10-Jan,Education and childcare,Further education,Activate Learning,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,Hybrid,IC-351974-Y0G2,18/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,10-Jan,Social care,Residential care,Adecyn Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
